gene,arm
MIR4255,1p
MIR4256,1p
MIR4257,1q
MIR4258,1q
MIR4259,1q
MIR4260,1q
MIR429,1p
MIR4418,1p
MIR4420,1p
MIR4421,1p
MIR4422,1p
MIR4422HG,1p
MIR4423,1p
MIR4424,1q
MIR4425,1p
MIR4426,2p
MIR4427,1q
MIR4428,1q
MIR4454,Xq
MIR4632,1p
MIR4654,1q
MIR4666A,1q
MIR4671,1q
MIR4677,1q
MIR4684,1p
MIR4689,1p
MIR4695,1p
MIR4711,1p
MIR4735,1q
MIR4742,1q
MIR4753,1q
MIR4781,1p
MIR4794,1p
MIR488,1q
MIR5008,1q
MIR5087,1q
MIR5187,1q
MIR5191,1q
MIR548AC,1p
MIR548F3,5q
MIR548N,7p
MIR551A,1p
MIR552,1p
MIR553,1p
MIR554,1q
MIR555,1q
MIR556,1q
MIR557,1q
MIR5581,1p
MIR5584,1p
MIR5585,1p
MIR5697,1p
MIR5698,1q
MIR6068,1p
MIR6077,1q
MIR6079,1p
MIR6084,1p
MIR6127,1p
MIR6500,1p
MIR664A,1q
MIR6726,1p
MIR6727,1p
MIR6728,1p
MIR6729,1p
MIR6730,1p
MIR6731,1p
MIR6732,1p
MIR6733,1p
MIR6734,1p
MIR6735,1p
MIR6736,1q
MIR6737,1q
MIR6738,1q
MIR6739,1q
MIR6740,1q
MIR6741,1q
MIR6742,1q
MIR6769B,1q
MIR6808,1p
MIR6859-1,16p
MIR6859-2,16p
MIR6859-3,16p
MIR6859-4,16p
MIR6878,1q
MIR7156,1p
MIR760,1p
MIR761,1p
MIR765,1q
MIR7846,1p
MIR7852,1p
MIR7856,1p
MIR8083,1q
MIR9-1,1q
MIR9-1HG,1q
MIR921,1q
MIR92B,1q
MIR942,1p
MIXL1,1q
MKNK1,1p
MKNK1-AS1,1p
MLLT11,1q
MMACHC,1p
MMEL1,1p
MMP23A,1p
MMP23B,1p
MNDA,1q
MOB3C,1p
MORN1,1p
MOV10,1p
MPC2,1q
MPL,1p
MPZ,1q
MPZL1,1q
MR1,1q
MROH3P,1q
MROH7,1p
MROH7-TTC4,1p
MROH9,1q
MRPL20,1p
MRPL20-AS1,1p
MRPL24,1q
MRPL37,1p
MRPL55,1q
MRPL9,1q
MRPS14,1q
MRPS15,1p
MRPS21,1q
MRTO4,1p
MSH4,1p
MST1L,1p
MST1P2,1p
MSTO1,1q
MSTO2P,1q
MT1HL1,1q
MTARC1,1q
MTARC2,1q
MTF1,1p
MTF2,1p
MTFR1L,1p
MTHFR,1p
MTMR11,1q
MTMR9LP,1p
MTOR,1p
MTOR-AS1,1p
MTR,1q
MTX1,1q
MUC1,1q
MUL1,1p
MUTYH,1p
MXRA8,1p
MYBPH,1q
MYBPHL,1p
MYCBP,1p
MYCL,1p
MYOC,1q
MYOCOS,1q
MYOG,1q
MYOM3,1p
MYOPARR,1q
MYSM1,1p
NADK,1p
NASP,1p
NAV1,1q
NAXE,1q
NBL1,1p
NBPF1,1p
NBPF10,1q
NBPF11,1q
NBPF12,1q
NBPF13P,1q
NBPF14,1q
NBPF15,1q
NBPF18P,1q
NBPF19,1q
NBPF20,1q
NBPF25P,1q
NBPF26,1p
NBPF3,1p
NBPF4,1p
NBPF6,1p
NBPF7,1p
NBPF8,1p
NBPF9,1q
NCDN,1p
NCF2,1q
NCMAP,1p
NCMAP-DT,1p
NCSTN,1q
NDC1,1p
NDUFS2,1q
NDUFS5,1p
NECAP2,1p
NECTIN4,1q
NEGR1,1p
NEGR1-IT1,1p
NEK2,1q
NEK7,1q
NENF,1q
NES,1q
NEXN,1p
NEXN-AS1,1p
NFASC,1q
NFIA,1p
NFIA-AS1,1p
NFIA-AS2,1p
NFYC,1p
NFYC-AS1,1p
NGF,1p
NGF-AS1,1p
NHLH1,1q
NHLH2,1p
NIBAN1,1q
NID1,1q
NIPAL3,1p
NIT1,1q
NKAIN1,1p
NLRP3,1q
NME7,1q
NMNAT1,1p
NMNAT2,1q
NOC2L,1p
NOL9,1p
NOS1AP,1q
NOTCH2,1p
NOTCH2NLA,1q
NOTCH2NLB,1q
NOTCH2NLC,1q
NOTCH2NLR,1p
NPHP4,1p
NPHS2,1q
NPL,1q
NPPA,1p
NPPA-AS1,1p
NPPB,1p
NPR1,1q
NR0B2,1p
NR1I3,1q
NR5A2,1q
NRAS,1p
NRDC,1p
NSL1,1q
NSUN4,1p
NT5C1A,1p
NTNG1,1p
NTPCR,1q
NTRK1,1q
NUAK2,1q
NUCKS1,1q
NUDC,1p
NUDT17,1q
NUDT4B,1q
NUDT4P2,1q
NUF2,1q
NUP133,1q
NUP210L,1q
NVL,1q
OAZ3,1q
OBSCN,1q
OBSCN-AS1,1q
ODF2L,1p
ODR4,1q
OLFM3,1p
OLFML2B,1q
OLFML3,1p
OMA1,1p
OPN3,1q
OPRD1,1p
OPTC,1q
OR10J1,1q
OR10J3,1q
OR10J4,1q
OR10J5,1q
OR10K1,1q
OR10K2,1q
OR10R2,1q
OR10T2,1q
OR10X1,1q
OR10Z1,1q
OR11L1,1q
OR13G1,1q
OR14A16,1q
OR14A2,1q
OR14C36,1q
OR14I1,1q
OR14K1,1q
OR1C1,1q
OR2AJ1,1q
OR2AK2,1q
OR2B11,1q
OR2C3,1q
OR2G2,1q
OR2G3,1q
OR2G6,1q
OR2L13,1q
OR2L1P,1q
OR2L2,1q
OR2L3,1q
OR2L5,1q
OR2L8,1q
OR2M1P,1q
OR2M2,1q
OR2M3,1q
OR2M4,1q
OR2M5,1q
OR2M7,1q
OR2T1,1q
OR2T10,1q
OR2T11,1q
OR2T12,1q
OR2T2,1q
OR2T27,1q
OR2T29,1q
OR2T3,1q
OR2T33,1q
OR2T34,1q
OR2T35,1q
OR2T4,1q
OR2T5,1q
OR2T6,1q
OR2T7,1q
OR2T8,1q
OR2W3,1q
OR2W5,1q
OR4F16,5q
OR4F29,5q
OR4F3,5q
OR4F5,1p
OR6F1,1q
OR6K2,1q
OR6K3,1q
OR6K6,1q
OR6N1,1q
OR6N2,1q
OR6P1,1q
OR6Y1,1q
ORC1,1p
OSBPL9,1p
OSCP1,1p
OTUD3,1p
OTUD7B,1q
OVAAL,1q
OVGP1,1p
OXCT2,1p
OXCT2P1,1p
P3H1,1p
P3R3URF,1p
P3R3URF-PIK3R3,1p
PABPC4,1p
PABPC4-AS1,1p
PACC1,1q
PACERR,1q
PADI1,1p
PADI2,1p
PADI3,1p
PADI4,1p
PADI6,1p
PAFAH2,1p
PALMD,1p
PANK4,1p
PAPPA2,1q
PAQR6,1q
PAQR7,1p
PARK7,1p
PARP1,1q
PARS2,1p
PATJ,1p
PAX7,1p
PBX1,1q
PBX1-AS1,1q
PBXIP1,1q
PCAT6,1q
PCNX2,1q
PCP4L1,1q
PCSK9,1p
PDC,1q
PDC-AS1,1q
PDE4B,1p
PDE4B-AS1,1p
PDE4DIP,1q
PDE4DIPP1,1q
PDE4DIPP2,1p
PDE4DIPP4,1p
PDE4DIPP6,1q
PDIA3P1,1q
PDIK1L,1p
PDPN,1p
PDZK1,1q
PDZK1IP1,1p
PDZK1P1,1q
PEA15,1q
PEAR1,1q
PEF1,1p
PER3,1p
PERM1,1p
PEX10,1p
PEX11B,1q
PEX14,1p
PEX19,1q
PFDN2,1q
PFKFB2,1q
PFN1P2,1p
PGBD2,1q
PGBD5,1q
PGBP,1p
PGD,1p
PGLYRP3,1q
PGLYRP4,1q
PGM1,1p
PHACTR4,1p
PHC2,1p
PHC2-AS1,1p
PHF13,1p
PHGDH,1p
PHLDA3,1q
PHTF1,1p
PI4KB,1q
PIAS3,1q
PIFO,1p
PIGC,1q
PIGK,1p
PIGM,1q
PIGR,1q
PIGV,1p
PIK3C2B,1q
PIK3CD,1p
PIK3CD-AS1,1p
PIK3CD-AS2,1p
PIK3R3,1p
PIN1P1,1p
PINK1,1p
PINK1-AS,1p
PIP5K1A,1q
PITHD1,1p
PKLR,1q
PKN2,1p
PKN2-AS1,1p
PKP1,1q
PLA2G2A,1p
PLA2G2C,1p
PLA2G2D,1p
PLA2G2E,1p
PLA2G2F,1p
PLA2G4A,1q
PLA2G5,1p
PLCH2,1p
PLD5,1q
PLEKHA6,1q
PLEKHG5,1p
PLEKHM2,1p
PLEKHN1,1p
PLEKHO1,1q
PLK3,1p
PLOD1,1p
PLPP3,1p
PLPPR4,1p
PLPPR5,1p
PLXNA2,1q
PM20D1,1q
PMF1,1q
PMF1-BGLAP,1q
PMVK,1q
PNRC2,1p
PODN,1p
POGK,1q
POGZ,1q
POLR3C,1q
POLR3GL,1q
POMGNT1,1p
POU2F1,1q
POU3F1,1p
POU5F1P4,1q
PP2672,1q
PPCS,1p
PPFIA4,1q
PPIAL4A,1p
PPIAL4C,1q
PPIAL4D,1q
PPIAL4E,1q
PPIAL4F,1q
PPIAL4G,1q
PPIAL4H,1q
PPIE,1p
PPIEL,1p
PPIH,1p
PPM1J,1p
PPOX,1q
PPP1R12B,1q
PPP1R15B,1q
PPP1R8,1p
PPP2R5A,1q
PPT1,1p
PRAMEF1,1p
PRAMEF10,1p
PRAMEF11,1p
PRAMEF12,1p
PRAMEF13,1p
PRAMEF14,1p
PRAMEF15,1p
PRAMEF17,1p
PRAMEF18,1p
PRAMEF19,1p
PRAMEF2,1p
PRAMEF20,1p
PRAMEF22,1p
PRAMEF25,1p
PRAMEF26,1p
PRAMEF27,1p
PRAMEF33,1p
PRAMEF34P,1p
PRAMEF36P,1p
PRAMEF4,1p
PRAMEF5,1p
PRAMEF6,1p
PRAMEF7,1p
PRAMEF8,1p
PRAMEF9,1p
PRCC,1q
PRDM16,1p
PRDM16-DT,1p
PRDM2,1p
PRDX1,1p
PRDX6,1q
PRDX6-AS1,1q
PRELP,1q
PRG4,1q
PRKAA2,1p
PRKAB2,1q
PRKACB,1p
PRKCZ,1p
PRKCZ-AS1,1p
PRMT6,1p
PROK1,1p
PROX1,1q
PROX1-AS1,1q
PRPF3,1q
PRPF38A,1p
PRPF38B,1p
PRR9,1q
PRRC2C,1q
PRRX1,1q
PRSS38,1q
PRUNE1,1q
PRXL2B,1p
PSEN2,1q
PSMA5,1p
PSMB2,1p
PSMB4,1q
PSMD4,1q
PSRC1,1p
PTAFR,1p
PTBP2,1p
PTCH2,1p
PTGER3,1p
PTGFR,1p
PTGFRN,1p
PTGS2,1q
PTP4A2,1p
PTPN14,1q
PTPN22,1p
PTPN7,1q
PTPRC,1q
PTPRF,1p
PTPRU,1p
PTPRVP,1q
PUM1,1p
PUSL1,1p
PYCR2,1q
PYDC5,1q
PYGO2,1q
PYHIN1,1q
QSOX1,1q
RAB13,1q
RAB25,1q
RAB29,1q
RAB3B,1p
RAB3GAP2,1q
RAB42,1p
RAB4A,1q
RAB7B,1q
RABGAP1L,1q
RABGAP1L-AS1,1q
RABGAP1L-DT,1q
RABGGTB,1p
RABIF,1q
RAD54L,1p
RALGPS2,1q
RAP1A,1p
RAP1GAP,1p
RASAL2,1q
RASAL2-AS1,1q
RASSF5,1q
RAVER2,1p
RBBP4,1p
RBBP5,1q
RBM15,1p
RBM15-AS1,1p
RBM34,1q
RBM8A,1q
RBMXL1,1p
RBP7,1p
RC3H1,1q
RCAN3,1p
RCAN3AS,1p
RCC1,1p
RCC2,1p
RCOR3,1q
RCSD1,1q
RD3,1q
REG4,1p
REN,1q
RER1,1p
RERE,1p
RERE-AS1,1p
RFX5,1q
RFX5-AS1,1q
RGL1,1q
RGS1,1q
RGS13,1q
RGS16,1q
RGS18,1q
RGS2,1q
RGS2-AS1,1q
RGS21,1q
RGS4,1q
RGS5,1q
RGS5-AS1,1q
RGS7,1q
RGS8,1q
RGSL1,1q
RHBDL2,1p
RHBG,1q
RHCE,1p
RHD,1p
RHEX,1q
RHOC,1p
RHOU,1q
RIIAD1,1q
RIMKLA,1p
RIMS3,1p
RIT1,1q
RLF,1p
RNA5S1,1q
RNA5S10,1q
RNA5S11,1q
RNA5S12,1q
RNA5S13,1q
RNA5S14,1q
RNA5S15,1q
RNA5S16,1q
RNA5S17,1q
RNA5S2,1q
RNA5S3,1q
RNA5S4,1q
RNA5S5,1q
RNA5S6,1q
RNA5S7,1q
RNA5S8,1q
RNA5S9,1q
RNASEL,1q
RNF11,1p
RNF115,1q
RNF186,1p
RNF187,1q
RNF19B,1p
RNF2,1q
RNF207,1p
RNF207-AS1,1p
RNF220,1p
RNF223,1p
RNPC3,1p
RNPEP,1q
RNU1-1,14q
RNU1-2,14q
RNU1-3,14q
RNU1-4,14q
RNU11,1p
RNU5D-1,1p
RNU5E-1,1p
RNU5F-1,1p
RNU6-1,Xq
RNU6-2,Xq
RNU6-7,Xq
RNU6-8,Xq
RNU6-9,Xq
RNU6ATAC35P,1q
RNVU1-1,1q
RNVU1-14,1q
RNVU1-15,1q
RNVU1-17,1q
RNVU1-18,14q
RNVU1-19,1p
RNVU1-20,1p
RNVU1-2A,1q
RNVU1-3,1q
RNVU1-4,1p
RNVU1-6,1q
RNVU1-7,1q
RNVU1-8,1q
RO60,1q
ROR1,1p
ROR1-AS1,1p
RORC,1q
RPA2,1p
RPAP2,1p
RPE65,1p
RPF1,1p
RPL11,1p
RPL21P28,1q
RPL22,1p
RPL31P11,1q
RPL5,1p
RPRD2,1q
RPS10P7,1q
RPS14P3,1p
RPS15AP10,1p
RPS27,1q
RPS6KA1,1p
RPS6KC1,1q
RPS7P5,1q
RPS8,1p
RPTN,1q
RRAGC,1p
RRNAD1,1q
RRP15,1q
RSBN1,1p
RSC1A1,1p
RSPO1,1p
RSRP1,1p
RTCA,1p
RTCA-AS1,1p
RUNX3,1p
RUSC1,1q
RUSC1-AS1,1q
RWDD3,1p
RXFP4,1q
RXRG,1q
RYR2,1q
S100A1,1q
S100A10,1q
S100A11,1q
S100A12,1q
S100A13,1q
S100A14,1q
S100A16,1q
S100A2,1q
S100A3,1q
S100A4,1q
S100A5,1q
S100A6,1q
S100A7,1q
S100A7A,1q
S100A8,1q
S100A9,1q
S100PBP,1p
S1PR1,1p
SAMD11,1p
SAMD13,1p
SARS1,1p
SASS6,1p
SCAMP3,1q
SCARNA1,1p
SCARNA18B,1q
SCARNA2,1p
SCARNA21B,1p
SCARNA26A,1q
SCARNA26B,1q
SCARNA3,1q
SCARNA4,1q
SCCPDH,1q
SCMH1,1p
SCNM1,1q
SCNN1D,1p
SCP2,1p
SCYL3,1q
SDC3,1p
SDCCAG8,1q
SDE2,1q
SDF4,1p
SDHB,1p
SDHC,1q
SEC16B,1q
SEC22B,1p
SEC22B2P,1q
SEC22B3P,1q
SELE,1q
SELENBP1,1q
SELENOF,1p
SELENON,1p
SELL,1q
SELP,1q
SEMA4A,1q
SEMA6C,1q
SEPTIN7P13,1q
SERBP1,1p
SERINC2,1p
SERPINC1,1q
SERTAD4,1q
SERTAD4-AS1,1q
SESN2,1p
SETDB1,1q
SETSIP,1p
SF3A3,1p
SF3B4,1q
SFN,1p
SFPQ,1p
SFT2D2,1q
SGIP1,1p
SH2D1B,1q
SH2D2A,1q
SH2D5,1p
SH3BGRL3,1p
SH3BP5L,1q
SH3D21,1p
SH3GLB1,1p
SHC1,1q
SHCBP1L,1q
SHE,1q
SHISA4,1q
SHISAL2A,1p
SIKE1,1p
SIPA1L2,1q
SKI,1p
SKINT1L,1p
SLAMF1,1q
SLAMF6,1q
SLAMF7,1q
SLAMF8,1q
SLAMF9,1q
SLC16A1,1p
SLC16A1-AS1,1p
SLC16A4,1p
SLC19A2,1q
SLC1A7,1p
SLC22A15,1p
SLC25A24,1p
SLC25A33,1p
SLC25A34,1p
SLC25A34-AS1,1p
SLC25A3P1,1p
SLC25A44,1q
SLC26A9,1q
SLC26A9-AS1,1q
SLC27A3,1q
SLC2A1,1p
SLC2A1-AS1,1p
SLC2A5,1p
SLC2A7,1p
SLC30A1,1q
SLC30A10,1q
SLC30A2,1p
SLC30A7,1p
SLC35A3,1p
SLC35D1,1p
SLC35E2A,1p
SLC35E2B,1p
SLC35F3,1q
SLC39A1,1q
SLC41A1,1q
SLC44A3,1p
SLC44A3-AS1,1p
SLC44A5,1p
SLC45A1,1p
SLC45A3,1q
SLC50A1,1q
SLC5A9,1p
SLC66A1,1p
SLC6A17,1p
SLC6A9,1p
SLC9A1,1p
SLC9C2,1q
SLFNL1,1p
SLFNL1-AS1,1p
SMAP2,1p
SMCP,1q
SMG5,1q
SMG7,1q
SMG7-AS1,1q
SMIM1,1p
SMIM12,1p
SMPDL3B,1p
SMYD2,1q
SMYD3,1q
SNAP47,1q
SNAPIN,1q
SNHG12,1p
SNHG28,1q
SNHG3,1p
SNIP1,1p
SNORA100,1q
SNORA103,1q
SNORA110,1p
SNORA14B,1q
SNORA16A,1p
SNORA16B,1q
SNORA36B,1q
SNORA44,1p
SNORA55,1p
SNORA58B,1q
SNORA59A,17p
SNORA59B,17p
SNORA61,1p
SNORA63C,1p
SNORA66,1p
SNORA70H,1q
SNORA73A,1p
SNORA73B,1p
SNORA77,1q
SNORA80E,1q
SNORD103A,1p
SNORD103B,1p
SNORD103C,1p
SNORD128,1p
SNORD13C,1q
SNORD145,1p
SNORD160,1p
SNORD167,1p
SNORD21,1p
SNORD38A,1p
SNORD38B,1p
SNORD3G,1p
SNORD44,1q
SNORD45A,1p
SNORD45B,1p
SNORD45C,1p
SNORD46,1p
SNORD47,1q
SNORD55,1p
SNORD74,1q
SNORD75,1q
SNORD76,1q
SNORD77,1q
SNORD78,1q
SNORD79,1q
SNORD80,1q
SNORD81,1q
SNORD99,1p
SNRNP40,1p
SNRPD2P2,1q
SNRPE,1q
SNX27,1q
SNX7,1p
SOAT1,1q
SORT1,1p
SOX13,1q
SPAG17,1p
SPATA1,1p
SPATA17,1q
SPATA17-AS1,1q
SPATA21,1p
SPATA42,1p
SPATA45,1q
SPATA46,1q
SPATA6,1p
SPEN,1p
SPOCD1,1p
SPRR1A,1q
SPRR1B,1q
SPRR2A,1q
SPRR2B,1q
SPRR2C,1q
SPRR2D,1q
SPRR2E,1q
SPRR2F,1q
SPRR2G,1q
SPRR3,1q
SPRR4,1q
SPRTN,1q
SPSB1,1p
SPTA1,1q
SRARP,1p
SRGAP2,1q
SRGAP2-AS1,1q
SRGAP2B,1q
SRGAP2C,1p
SRGAP2D,1q
SRM,1p
SRP9,1q
SRRM1,1p
SRSF10,1p
SRSF11,1p
SRSF4,1p
SSBP3,1p
SSBP3-AS1,1p
SSR2,1q
SSU72,1p
SSX2IP,1p
ST3GAL3,1p
ST3GAL3-AS1,1p
ST6GALNAC3,1p
ST6GALNAC5,1p
ST7L,1p
STIL,1p
STK40,1p
STMN1,1p
STPG1,1p
STRIP1,1p
STUM,1q
STX12,1p
STX6,1q
STXBP3,1p
STYXL2,1q
SUCO,1q
SUMO1P3,1q
SUSD4,1q
SV2A,1q
SVBP,1p
SWT1,1q
SYCP1,1p
SYDE2,1p
SYF2,1p
SYNC,1p
SYPL2,1p
SYT11,1q
SYT14,1q
SYT2,1q
SYT6,1p
SYTL1,1p
SZRD1,1p
SZT2,1p
SZT2-AS1,1p
TACSTD2,1p
TADA1,1q
TAF12,1p
TAF13,1p
TAF1A,1q
TAF1A-AS1,1q
TAF5L,1q
TAFA3,1p
TAGLN2,1q
TAL1,1p
TARBP1,1q
TARDBP,1p
TARS2,1q
TAS1R1,1p
TAS1R2,1p
TAS1R3,1p
TATDN3,1q
TBCE,1q
TBX15,1p
TBX19,1q
TCEA3,1p
TCEANC2,1p
TCHH,1q
TCHHL1,1q
TCTEX1D1,1p
TCTEX1D4,1p
TDRD10,1q
TDRD5,1q
TDRKH,1q
TDRKH-AS1,1q
TEDDM1,1q
TEKT2,1p
TENT5B,1p
TENT5C,1p
TESK2,1p
TEX35,1q
TEX38,1p
TEX46,1p
TEX50,1q
TFAP2E,1p
TFB2M,1q
TGFB2,1q
TGFB2-AS1,1q
TGFB2-OT1,1q
TGFBR3,1p
THAP3,1p
THBS3,1q
THEM4,1q
THEM5,1q
THEMIS2,1p
THRAP3,1p
TIE1,1p
TIMM17A,1q
TINAGL1,1p
TIPRL,1q
TLCD4,1p
TLCD4-RWDD3,1p
TLR5,1q
TM2D1,1p
TMCC2,1q
TMCO1,1q
TMCO1-AS1,1q
TMCO2,1p
TMCO4,1p
TMED5,1p
TMEM125,1p
TMEM167B,1p
TMEM183A,1q
TMEM200B,1p
TMEM201,1p
TMEM222,1p
TMEM234,1p
TMEM240,1p
TMEM269,1p
TMEM269-DT,1p
TMEM274P,1p
TMEM275,1p
TMEM35B,1p
TMEM39B,1p
TMEM50A,1p
TMEM51,1p
TMEM51-AS1,1p
TMEM52,1p
TMEM53,1p
TMEM54,1p
TMEM59,1p
TMEM61,1p
TMEM63A,1q
TMEM69,1p
TMEM79,1q
TMEM81,1q
TMEM82,1p
TMEM88B,1p
TMEM9,1q
TMIGD3,1p
TMOD4,1q
TNFAIP8L2,1q
TNFAIP8L2-SCNM1,1q
TNFRSF14,1p
TNFRSF14-AS1,1p
TNFRSF18,1p
TNFRSF1B,1p
TNFRSF25,1p
TNFRSF4,1p
TNFRSF8,1p
TNFRSF9,1p
TNFSF18,1q
TNFSF4,1q
TNN,1q
TNNI1,1q
TNNI3K,1p
TNNT2,1q
TNR,1q
TOE1,1p
TOMM20,1q
TOMM40L,1q
TOP1P1,1q
TOR1AIP1,1q
TOR1AIP2,1q
TOR3A,1q
TP53BP2,1q
TP73,1p
TP73-AS1,1p
TPM3,1q
TPR,1q
TPRG1L,1p
TRABD2B,1p
TRAF3IP3,1q
TRAF5,1q
TRAPPC3,1p
TRIM11,1q
TRIM17,1q
TRIM33,1p
TRIM45,1p
TRIM46,1q
TRIM58,1q
TRIM62,1p
TRIM63,1p
TRIM67,1q
TRIM67-AS1,1q
TRIT1,1p
TRMT13,1p
TRMT1L,1q
TRNAU1AP,1p
TRNP1,1p
TSACC,1q
TSEN15,1q
TSHB,1p
TSNAX,1q
TSNAX-DISC1,1q
TSPAN1,1p
TSPAN2,1p
TSSK3,1p
TSTD1,1q
TTC13,1q
TTC22,1p
TTC24,1q
TTC34,1p
TTC39A,1p
TTC39A-AS1,1p
TTC4,1p
TTF2,1p
TTLL10,1p
TTLL7,1p
TUFT1,1q
TUT4,1p
TXLNA,1p
TXNDC12,1p
TXNDC12-AS1,1p
TXNIP,1q
TYW3,1p
UAP1,1q
UBAP2L,1q
UBE2J2,1p
UBE2Q1,1q
UBE2Q1-AS1,1q
UBE2T,1q
UBE2U,1p
UBE4B,1p
UBIAD1,1p
UBL4B,1p
UBQLN4,1q
UBR4,1p
UBXN10,1p
UBXN11,1p
UCHL5,1q
UCK2,1q
UFC1,1q
UHMK1,1q
UOX,1p
UQCRH,1p
UQCRHL,1p
URB2,1q
UROD,1p
USF1,1q
USH2A,1q
USH2A-AS2,1q
USP1,1p
USP21,1q
USP24,1p
USP33,1p
USP48,1p
UTP11,1p
UTP25,1q
UTS2,1p
VAMP3,1p
VAMP4,1q
VANGL1,1p
VANGL2,1q
VASH2,1q
VAV3,1p
VAV3-AS1,1p
VCAM1,1p
VHLL,1q
VN1R5,1q
VPS13D,1p
VPS45,1q
VPS72,1q
VSIG8,1q
VTCN1,1p
VWA1,1p
VWA5B1,1p
WARS2,1p
WARS2-AS1,1p
WARS2-IT1,1p
WASF2,1p
WASH7P,1p
WDR26,1q
WDR3,1p
WDR47,1p
WDR64,1q
WDR77,1p
WDTC1,1p
WLS,1p
WNT2B,1p
WNT3A,1q
WNT4,1p
WNT9A,1q
WRAP73,1p
XCL1,1q
XCL2,1q
XKR8,1p
XPR1,1q
YARS1,1p
YBX1,1p
YIPF1,1p
YOD1,1q
YRDC,1p
YTHDF2,1p
YY1AP1,1q
ZBED6,1q
ZBTB17,1p
ZBTB18,1q
ZBTB37,1q
ZBTB40,1p
ZBTB41,1q
ZBTB48,1p
ZBTB7B,1q
ZBTB8A,1p
ZBTB8B,1p
ZBTB8OS,1p
ZC3H11A,1q
ZC3H11B,1q
ZC3H12A,1p
ZCCHC17,1p
ZDHHC18,1p
ZFP69,1p
ZFP69B,1p
ZFYVE9,1p
ZMPSTE24,1p
ZMYM1,1p
ZMYM4,1p
ZMYM4-AS1,1p
ZMYM6,1p
ZMYND12,1p
ZNF124,1q
ZNF281,1q
ZNF326,1p
ZNF362,1p
ZNF436,1p
ZNF436-AS1,1p
ZNF496,1q
ZNF593,1p
ZNF644,1p
ZNF648,1q
ZNF669,1q
ZNF670,1q
ZNF670-ZNF695,1q
ZNF672,1q
ZNF678,1q
ZNF683,1p
ZNF684,1p
ZNF687,1q
ZNF687-AS1,1q
ZNF691,1p
ZNF692,1q
ZNF695,1q
ZNF697,1p
ZNF847P,1q
ZNHIT6,1p
ZP4,1q
ZPLD2P,1p
ZRANB2,1p
ZRANB2-AS1,1p
ZRANB2-AS2,1p
ZSCAN20,1p
ZSWIM5,1p
ZYG11A,1p
ZYG11B,1p
ZZZ3,1p
A1CF,10q
ABCC2,10q
ABI1,10p
ABLIM1,10q
ABRAXAS2,10q
ACADSB,10q
ACBD5,10p
ACBD7,10p
ACBD7-DCLRE1CP1,10p
ACSL5,10q
ACSM6,10q
ACTA2,10q
ACTA2-AS1,10q
ACTR1A,10q
ACTR3BP5,10p
ADAM12,10q
ADAM8,10q
ADAMTS14,10q
ADARB2,10p
ADARB2-AS1,10p
ADD3,10q
ADD3-AS1,10q
ADGRA1,10q
ADGRA1-AS1,10q
ADIRF,10q
ADK,10q
ADO,10q
ADRA2A,10q
ADRB1,10q
AFAP1L2,10q
AGAP10P,10q
AGAP11,10q
AGAP12P,10q
AGAP13P,10q
AGAP14P,10q
AGAP4,10q
AGAP5,10q
AGAP6,10q
AGAP7P,10q
AGAP9,10q
AIFM2,10q
AKR1C1,10p
AKR1C2,10p
AKR1C3,10p
AKR1C4,10p
AKR1C6P,10p
AKR1C8P,10p
AKR1E2,10p
ALDH18A1,10q
ALOX5,10q
ANAPC16,10q
ANK3,10q
ANKRD1,10q
ANKRD16,10p
ANKRD2,10q
ANKRD22,10q
ANKRD26,10p
ANKRD30A,10p
ANKRD30BP3,10q
ANTXRL,10q
ANTXRLP1,10q
ANXA11,10q
ANXA2P3,10q
ANXA7,10q
ANXA8,10q
ANXA8L1,10q
AP3M1,10q
APBB1IP,10p
ARHGAP12,10p
ARHGAP19,10q
ARHGAP19-SLIT1,10q
ARHGAP21,10p
ARHGAP22,10q
ARHGAP22-IT1,10q
ARID5B,10q
ARL3,10q
ARL5B,10p
ARMC3,10p
ARMC4,10p
ARMC4P1,10p
ARMH3,10q
ARMS2,10q
AS-PTPRE,10q
AS3MT,10q
ASAH2,10q
ASAH2B,10q
ASB13,10p
ASCC1,10q
ATAD1,10q
ATE1,10q
ATE1-AS1,10q
ATOH7,10q
ATP5F1C,10p
ATP5MD,10q
ATRNL1,10q
AVPI1,10q
BAG3,10q
BAMBI,10p
BBIP1,10q
BCCIP,10q
BEND3P3,10q
BEND7,10p
BICC1,10q
BLNK,10q
BLOC1S2,10q
BMI1,10p
BMPR1A,10q
BMS1,10q
BMS1P1,10q
BMS1P2,10q
BMS1P2-AGAP9,10q
BMS1P21,10q
BMS1P4,10q
BMS1P4-AGAP5,10q
BNIP3,10q
BORCS7,10q
BORCS7-ASMT,10q
BTAF1,10q
BTBD16,10q
BTRC,10q
BUB3,10q
C10orf105,10q
C10orf120,10q
C10orf126,10p
C10orf143,10q
C10orf53,10q
C10orf55,10q
C10orf62,10q
C10orf67,10p
C10orf71,10q
C10orf71-AS1,10q
C10orf82,10q
C10orf88,10q
C10orf88B,10q
C10orf90,10q
C10orf95,10q
C10orf99,10q
C1QL3,10p
CABCOCO1,10q
CACNB2,10p
CACUL1,10q
CALHM1,10q
CALHM2,10q
CALHM3,10q
CALML3,10p
CALML3-AS1,10p
CALML5,10p
CALY,10q
CAMK1D,10p
